k1,k2,k3,k4,r2,best_r2
1.4104234934454167e-11,9.82547965253845e-11,2.5033802690903622e-11,0.0204502287211896,0.9359321534633637,0.9359321534633637
9.724632654134805e-07,1.2586369853685077e-09,2.87062198371651e-09,0.09763785828367001,0.947924154996872,0.947924154996872
2.839768018664291e-09,7.3449527232104675e-09,1.666386118097556e-08,0.0032936452106705743,0.9392569959163666,0.947924154996872
3.1371592608349776e-09,1.6290319204696329e-07,2.8137055057231237e-08,0.0016507894107981576,0.9368079662322998,0.947924154996872
6.058975774030989e-08,1.3421924459598033e-11,5.469311302202359e-09,0.050597932170520804,0.9577435791492462,0.9577435791492462
1.8057363251311966e-08,1.951125865611403e-07,5.407313499430737e-08,0.011614444264412441,0.9548355937004089,0.9577435791492462
3.1282827490928253e-11,6.707580409969445e-11,1.91174526153269e-10,0.05886666691020196,0.9630698025226593,0.9630698025226593
3.69187575588726e-08,1.0502010079502898e-09,4.520822920570426e-09,0.0035866980602373187,0.93482705950737,0.9630698025226593
1.432935046790273e-07,2.389361998180565e-08,6.66666116135706e-11,0.005508481790475035,0.9375817656517029,0.9630698025226593
2.593840052725839e-10,9.400146138491708e-10,2.07804988506513e-09,0.0018097187985843786,0.9380387246608735,0.9630698025226593
1.1265973431983462e-11,1.2693582390524194e-11,3.7457421878984077e-10,0.00013901024368300995,0.9369418144226074,0.9630698025226593
2.428165564864599e-10,1.1741886181394052e-11,8.659886921963833e-07,0.07685270468552938,0.9380414485931396,0.9630698025226593
2.714180598185706e-10,1.0991471599499913e-10,2.86429310878118e-10,0.036163378409533924,0.9379672348499298,0.9630698025226593
3.6880017432695823e-07,1.0349186979705761e-10,2.8067393869649984e-10,0.0004899024676503846,0.9583564937114716,0.9630698025226593
3.084809403437748e-07,1.485265473551644e-10,1.1098253677785662e-11,0.00039591500412165147,0.9383269906044006,0.9630698025226593
6.011771422348578e-11,2.5524172546833935e-10,2.886897478039171e-10,0.0005908014728947759,0.936699903011322,0.9630698025226593
9.707913537666322e-09,4.7997598443216554e-11,7.177137707539726e-11,0.0004319869569214815,0.9357361018657684,0.9630698025226593
9.518579930845143e-10,3.9250139659946285e-10,1.1828896799120102e-09,0.00016383303315886506,0.9414329349994659,0.9630698025226593
6.86660932648639e-11,5.082914452756659e-09,1.0141190096312413e-10,0.0011540545443452074,0.9378149211406708,0.9630698025226593
7.834135123920869e-07,4.019938724564185e-11,7.869005537990768e-10,0.010699049490497426,0.938420695066452,0.9630698025226593
1.1490701192768754e-09,5.2808988309711545e-08,2.9479651795425656e-11,0.0007939740684588508,0.935653954744339,0.9630698025226593
9.024043948799696e-08,3.294245878833642e-11,7.655817549022663e-09,0.040021798046918744,0.9367558538913727,0.9630698025226593
5.679421014031506e-08,1.0577677191679719e-11,2.3303038829217075e-07,0.03424734427980487,0.9386178553104401,0.9630698025226593
2.610615192900541e-07,3.3102601694165805e-11,7.562375040527628e-10,0.00796782435135921,0.9380503475666047,0.9630698025226593
1.2295175395544421e-08,6.848376061558747e-07,1.283420483973927e-10,0.01822442344189213,0.9370796978473663,0.9630698025226593
3.476106015503779e-07,3.782986512406712e-10,1.0253419227099306e-08,0.05517440753196376,0.9378008902072906,0.9630698025226593
2.5466746035742948e-08,7.323841516865652e-11,5.3733936695154086e-08,0.00023956880665538803,0.9366778135299683,0.9630698025226593
7.27781439006137e-09,1.989981007204834e-11,1.3616953883322437e-09,0.018944680213133683,0.9576363861560822,0.9630698025226593
1.2432964661681354e-07,2.390189566857183e-10,3.933746728015343e-10,0.0585165496395789,0.9579360842704773,0.9630698025226593
5.2001087539491566e-11,2.4420305599028262e-09,2.6380476806860727e-11,0.005164129740047127,0.9351944863796234,0.9630698025226593
1.5032905632753116e-07,2.0751108738873666e-10,1.7658353040175822e-10,0.01924312315139858,0.9732071757316589,0.9732071757316589
1.557792150011844e-07,1.9100347189281376e-10,1.8263050363010466e-10,0.03000453937956392,0.9386603891849518,0.9732071757316589
6.732028959175224e-07,6.014511790533035e-10,5.383347688901088e-10,0.09377180534011895,0.9383021533489228,0.9732071757316589
1.3153319658373065e-07,8.05368116146267e-11,5.2226643900531207e-11,0.021985931820773998,0.9366639852523804,0.9732071757316589
4.274260273228951e-07,2.081464160985575e-09,1.8958720524269895e-10,0.061726227813756814,0.9625675261020661,0.9732071757316589
4.647914655317703e-07,2.4343559891876553e-09,1.2391855531213115e-11,0.06821338021926424,0.9441227853298187,0.9732071757316589
7.69562985512719e-07,1.4844198947495357e-09,1.8504673957123432e-10,0.02394360181153125,0.9366952538490295,0.9732071757316589
6.382696494673176e-08,1.3765035788331439e-08,3.462954402750438e-11,0.014820949062147858,0.9689628481864929,0.9732071757316589
4.84013614800363e-09,1.495539866652239e-08,3.7101642946173533e-11,0.012291704982875913,0.9634327292442322,0.9732071757316589
3.92687288933111e-09,1.8111887512521664e-08,3.1980591229317137e-11,0.012772620804171282,0.9639998853206635,0.9732071757316589
4.492619023359359e-09,1.698971317943506e-08,4.133898621943124e-11,0.013002245765637611,0.93997523188591,0.9732071757316589
1.569656064482409e-09,1.2021533076007772e-08,1.2981170081454209e-11,0.008312062860097355,0.9386320590972901,0.9732071757316589
4.48062078166661e-09,1.0285149859171436e-08,1.7927465797386607e-11,0.004586969079892917,0.9381131947040557,0.9732071757316589
6.749900069999257e-10,6.471777062635312e-08,8.441471055474083e-11,0.0021985307586511126,0.9644335031509399,0.9732071757316589
4.541780964009769e-10,4.208073598778328e-08,9.240991478093036e-11,0.002191198816999663,0.9519825577735901,0.9732071757316589
2.3160790760404222e-09,9.373904151570324e-08,4.15000687305129e-11,0.0030133438224912877,0.9363123893737793,0.9732071757316589
5.996010678082563e-10,4.573780285682064e-09,2.3120355611036892e-11,0.013777798488803136,0.967876136302948,0.9732071757316589
1.294487490480603e-10,4.9887515905332325e-09,1.8267658392761243e-11,0.007593097651449247,0.938871031999588,0.9732071757316589
7.391095536255494e-10,2.8803121074178965e-08,6.34060584161525e-11,0.015142723523799046,0.9371677756309509,0.9732071757316589
4.025638562591013e-08,2.4613224695945507e-07,2.4642374671484838e-11,0.002540259991639431,0.9430791556835174,0.9732071757316589
4.1948777661148285e-10,7.49016228652423e-08,1.1928843325168343e-10,0.006117889117896173,0.9575777947902679,0.9732071757316589
2.2569147863839633e-09,2.1247694164297404e-08,3.146492182102402e-11,0.010108435163399574,0.9368960499763489,0.9732071757316589
1.8242227424950006e-08,5.450388640577995e-09,5.054846769323327e-11,0.0037203848863657596,0.9360248506069183,0.9732071757316589
5.269104438174151e-09,1.3374707457058614e-08,1.0059082150516093e-11,0.001239363100713475,0.958620035648346,0.9732071757316589
5.469878517337755e-10,7.596162233398818e-09,1.8958768965210572e-11,0.01497506121372902,0.9375816226005554,0.9732071757316589
1.559467439714621e-09,3.2101450785019556e-08,8.820422297972931e-11,0.026655573889863827,0.9363445520401001,0.9732071757316589
3.0990604109980726e-09,8.046137328113757e-08,4.795291979722655e-11,0.04095172462656313,0.9381012618541718,0.9732071757316589
2.567589199397332e-10,3.4235123479648448e-09,2.8913296018068626e-11,0.010191656357677562,0.9671910047531128,0.9732071757316589
1.189824145226519e-10,4.021138041730074e-09,1.9907104746919928e-11,0.009539103085420409,0.9578354120254516,0.9732071757316589
1.7977032182442893e-10,7.94874720160595e-09,2.5220458894250773e-09,0.019330780883936916,0.9374781727790833,0.9732071757316589
2.1915727506007715e-11,1.049185459515346e-09,1.230572469889714e-10,0.004235599821187466,0.9419723927974701,0.9732071757316589
8.349781097913755e-10,1.881545580928107e-08,3.222426955907727e-11,0.006185614605975111,0.9479075312614441,0.9732071757316589
2.252639054799447e-10,1.7129726481348042e-07,7.336901860600046e-11,0.013402731001393664,0.9747175693511962,0.9747175693511962
3.4940205463919964e-10,2.1909191079974112e-07,7.550811867399429e-11,0.015370285819141622,0.9354544699192047,0.9747175693511962
9.206891542571023e-11,3.932587548534512e-07,6.656645505245792e-11,0.006970040913980499,0.937762314081192,0.9747175693511962
2.3455765447853227e-10,1.277085379867057e-07,2.512839950742602e-10,0.012032938887812735,0.9634936451911926,0.9747175693511962
2.174530264345322e-07,4.594811445410611e-08,1.481284288771197e-11,0.02984428484904253,0.9367842853069306,0.9747175693511962
7.018577566715978e-10,8.237782372755927e-07,2.4347315661948222e-11,0.00925701644482222,0.952409291267395,0.9747175693511962
7.996541777240154e-08,3.5478125892828047e-07,1.2890489098932058e-10,0.0014997466948545564,0.9404098212718963,0.9747175693511962
4.065556904515204e-11,3.3657915258367423e-09,4.35845333033524e-09,0.016518311780869727,0.9769990682601929,0.9769990682601929
2.7622384805462698e-11,6.578039570712146e-10,3.7330331253124464e-09,0.047566224469359014,0.9551333785057068,0.9769990682601929
1.7735780682543118e-11,3.5785301775168282e-09,6.072635248698091e-09,0.017270270523945707,0.9552026629447937,0.9769990682601929
1.028517181205937e-11,1.5817951631746801e-09,2.4246386688699204e-08,0.022277959046245563,0.9366336226463318,0.9769990682601929
4.2787772962754754e-11,9.225709436691706e-09,1.659851966531917e-09,0.01299118792617906,0.9520657002925873,0.9769990682601929
1.8086955013337985e-10,3.017204628966341e-09,9.457433661960795e-10,0.02640974957704633,0.9635368824005127,0.9769990682601929
1.4141331713484529e-09,5.961955469125525e-09,1.1466684628637912e-08,0.017617212886809726,0.9668665707111359,0.9769990682601929
1.4809556307953116e-09,1.9280620712063647e-09,1.27379360540828e-08,0.031959331826835156,0.9372251212596894,0.9769990682601929
6.186432175008468e-10,4.416309986711032e-09,2.6646716505938463e-08,0.01764748891680304,0.9599976122379303,0.9769990682601929
1.0636393101414962e-09,5.547930287974983e-09,1.9068925596500976e-08,0.010776681846669363,0.9533932089805603,0.9769990682601929
2.9706108509505394e-10,1.301969152746658e-07,4.551195751597871e-08,0.02069831935392221,0.9370804131031036,0.9769990682601929
8.433959243622432e-11,7.611432285217019e-10,7.470177000590625e-09,0.041506845725636364,0.9555435061454773,0.9769990682601929
4.610571379430561e-10,6.577670848055076e-09,3.2978419370880238e-09,0.014501674806464835,0.9570776998996735,0.9769990682601929
1.1906868631574326e-09,3.0192605792330368e-09,5.765339200457046e-11,0.0238185215953323,0.9373036086559295,0.9769990682601929
1.7360378516273407e-10,1.1103943021035744e-08,1.0450784668474293e-07,0.011058230980649602,0.9353203654289246,0.9769990682601929
2.304851814529941e-09,1.3329634664403807e-09,1.1314389991247076e-08,0.008695613930740292,0.9382103562355042,0.9769990682601929
4.6100007267077126e-08,3.13229824940404e-08,3.583136952287673e-11,0.0019370618269461313,0.9375504910945892,0.9769990682601929
2.5882962099382517e-08,6.101922519975266e-08,1.5111047126266872e-10,0.013513061606172825,0.9755274772644043,0.9769990682601929
2.443579957540905e-08,5.0316403186432823e-08,4.858449684557913e-10,0.006796940781558518,0.9625915348529815,0.9769990682601929
1.063336442603106e-07,1.2445986593608224e-07,1.4536974354642608e-10,0.015955282095541822,0.9369074881076813,0.9769990682601929
1.892275089491226e-07,7.336838824794924e-08,5.6238612199964875e-09,0.0007898365539665802,0.9405840635299683,0.9769990682601929
6.157959339169091e-08,1.7121283141042475e-11,3.006021191847814e-10,0.005382460811911667,0.95336412191391,0.9769990682601929
2.7641970676215754e-08,2.616221292759746e-08,9.588428216797876e-11,0.012885696562151517,0.9352358460426331,0.9769990682601929
9.20075662175838e-09,6.027715191987296e-08,7.911457281401931e-07,0.019553588625125694,0.9394416809082031,0.9769990682601929
3.659562379496506e-10,1.4525147043249922e-08,4.3511651951280055e-11,0.013817002049304389,0.9366968750953675,0.9769990682601929
5.77530359872219e-10,3.89438137683386e-08,2.7923338962900895e-11,0.007937598416370333,0.9419691383838653,0.9769990682601929
7.205263028259313e-08,1.6908025607290384e-07,7.268918944326953e-11,0.0027558890471041067,0.9611978650093078,0.9769990682601929
9.308334454411328e-10,2.52254745831697e-09,1.5251428936713626e-11,0.026150470130910628,0.9378485679626465,0.9769990682601929
2.4075095135977684e-10,6.727326274022707e-09,1.6022644468308902e-10,0.017143979667175305,0.9378985583782196,0.9769990682601929
1.3237456412875033e-10,1.7056630091629976e-08,2.2861888334215247e-10,0.010458908398201856,0.950650978088379,0.9769990682601929
