k1,k2,k3,k4,r2,best_r2
6.077353879026156e-10,0.00056513199161882,7.923325233220411e-07,0.005725912054944257,0.9375709116458892,0.9375709116458892
8.146854741411523e-05,4.549114422920733e-07,0.0001550497038580845,1.253815743318139e-09,0.9596799850463867,0.9596799850463867
2.163522244751741e-07,0.036205466867205646,4.314353858400589e-08,0.004218620236861147,0.9342900514602661,0.9596799850463867
1.1772662222730578e-07,6.313628262810155e-07,0.0469057362227805,0.0007055101502557644,0.938199234008789,0.9596799850463867
7.965134917918929e-08,1.0596892421661598e-06,1.922703773919785e-08,6.904998042860395e-08,0.9530558168888092,0.9596799850463867
2.0362481576337695e-07,5.563549581035765e-09,0.0024207238593863733,1.0681254982574734e-05,0.9357367634773255,0.9596799850463867
6.19837051969487e-06,1.1008515148832784e-10,0.051104244162292756,2.3843770663633465e-10,0.9559962093830109,0.9596799850463867
4.8233595832642974e-09,6.636418544128017e-06,0.0011627369035894285,2.3415498692402587e-09,0.937894755601883,0.9596799850463867
1.0043884599402159e-05,8.1897155378549e-08,0.0024335348431708433,0.013767292179487689,0.9608461141586304,0.9608461141586304
0.00013545970579894107,1.33567325802157e-05,0.00010374964282700242,3.751784081909329e-05,0.9355642318725585,0.9608461141586304
0.00011071138477691689,1.1080450795323641e-09,0.00552135938785085,0.0999999999999999,0.9351923108100891,0.9608461141586304
0.00024770137687295853,2.9115181810704245e-08,1.44981962532309e-07,6.581271233888536e-10,0.9354121208190918,0.9608461141586304
1.1500409721631377e-05,4.059928244948619e-07,0.0005018810230230927,0.08945875937796226,0.9449394285678864,0.9608461141586304
0.0003361931852699597,6.379867734233889e-07,0.012699248034831816,1.2962081712291033e-09,0.9378189980983734,0.9608461141586304
0.0004269533083596294,4.926465923769016e-09,0.00016979150924095735,5.14628909501426e-10,0.9394441962242126,0.9608461141586304
1.2722137537907398e-05,5.646700747762224e-07,1.0013928992935022e-05,1e-10,0.9351316869258881,0.9608461141586304
0.0999999999999999,2.518970070471123e-07,0.0003296105919578424,2.2679515784025587e-08,0.940614914894104,0.9608461141586304
4.2783854260826066e-05,1.435415879131691e-06,6.114192441467683e-05,5.584429968923534e-09,0.9358301758766174,0.9608461141586304
0.0002283435146431391,2.89073220638303e-07,0.0003235636742995496,4.1435722320738e-10,0.9713032424449921,0.9713032424449921
0.0009193911780121416,2.9483374579766404e-07,0.0004475638048336732,1e-10,0.9382471203804016,0.9713032424449921
0.04690554821722855,6.283426922025361e-07,0.00017407650009029234,5.008643519094364e-10,0.9355168521404267,0.9713032424449921
0.00014052217236403702,1.285651723613167e-07,0.000423714202083915,1e-10,0.9601022183895112,0.9713032424449921
1.0434645057382368e-08,3.014597506193271e-08,1e-10,1e-10,0.9371745944023132,0.9713032424449921
8.925497928939596e-06,2.9504217551502276e-08,0.03806638699462766,1e-10,0.9566332876682282,0.9713032424449921
0.09999999999999953,0.0999999999999999,1e-10,0.0999999999999999,0.9376677691936492,0.9713032424449921
0.0999999999999999,1e-10,1e-10,0.0999999999999999,0.9359673202037812,0.9713032424449921
1e-10,1e-10,1.0128460984165632e-06,0.0999999999999999,0.9379562616348267,0.9713032424449921
1e-10,0.0999999999999999,0.0999999999999999,1e-10,0.9455255687236785,0.9713032424449921
8.265814118538551e-07,8.259630847370588e-06,1e-10,0.0999999999999999,0.9368349075317383,0.9713032424449921
0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.9553467929363251,0.9713032424449921
0.0999999999999999,0.0999999999999999,0.00037593628956575495,1e-10,0.9350152909755707,0.9713032424449921
0.001644342089245819,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.936833244562149,0.9713032424449921
1e-10,1e-10,0.0999999999999999,1e-10,0.9583895087242127,0.9713032424449921
1e-10,4.4201769772902015e-09,0.0999999999999999,0.0999999999999999,0.947712755203247,0.9713032424449921
2.2007756508937358e-09,1e-10,0.0999999999999999,1e-10,0.9390152513980865,0.9713032424449921
1e-10,0.0999999999999999,1e-10,1e-10,0.9393764495849609,0.9713032424449921
3.8137243667737315e-08,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.9573364794254303,0.9713032424449921
5.049011116331213e-07,0.09999999999999953,0.0999999999999999,1e-10,0.9534576594829559,0.9713032424449921
2.150948476616955e-08,0.09999999999999953,0.002136741693311702,1e-10,0.9481066763401031,0.9713032424449921
1.7973244907841712e-07,0.001951434660186233,0.0999999999999999,0.0999999999999999,0.9372199654579163,0.9713032424449921
3.6380408746981063e-06,1e-10,1e-10,1e-10,0.9408320605754852,0.9713032424449921
2.521832412846183e-05,3.6933505161003847e-08,0.0011077359030488673,1e-10,0.9570032298564911,0.9713032424449921
0.0999999999999999,5.251551236383264e-06,1e-10,1e-10,0.938008165359497,0.9713032424449921
0.00010813446027118155,0.0999999999999999,1e-10,1e-10,0.9375785112380981,0.9713032424449921
1e-10,5.8377226534152375e-06,1e-10,0.0999999999999999,0.9665190577507019,0.9713032424449921
1e-10,1.2902832661106722e-05,1e-10,1e-10,0.9379139482975006,0.9713032424449921
1e-10,2.948482612595945e-07,1e-10,0.0999999999999999,0.9380147874355316,0.9713032424449921
1e-10,5.640705168495818e-05,1e-10,0.0999999999999999,0.9359565556049347,0.9713032424449921
0.0999999999999999,1e-10,0.0999999999999999,1e-10,0.9458861887454987,0.9713032424449921
0.0999999999999999,1e-10,0.0999999999999999,0.0999999999999999,0.9384735882282257,0.9713032424449921
