数据编号,槽开口宽度Bs0（mm）,永磁体轴向长度/动子极距            a,气隙厚度gap（mm）,线圈径向宽度rcoil（mm）,永磁体径向长度rpm（mm）,平均推力（N）,推力波动（N）,平均铜损(W),平均铁损(W),,,,,,,平均铜损(mW),平均铁损(mW)
461,1,0.8,0.7,10,5.2,103.5987397,73.45365004,22.80262232,0.978066693,,,,,,,22802.62232,978.0666934
462,3,0.8,0.7,10,5.2,98.05679764,50.43902069,22.80262232,0.954898847,,,,,,,22802.62232,954.8988469
463,1,0.8,0.9,8,5.2,76.2898314,52.97160672,17.67240468,0.730013226,,,,,,,17672.40468,730.0132264
464,3,0.8,0.9,8,5.2,75.03550171,35.472043,17.67240468,0.713469518,,,,,,,17672.40468,713.4695175
465,1,0.8,0.9,9,5.2,84.90390085,57.10218816,20.30198629,0.794297714,,,,,,,20301.98629,794.2977139
466,3,0.8,0.9,9,5.2,81.09844305,37.46977207,20.30198629,0.769703241,,,,,,,20301.98629,769.7032406
467,1,0.8,0.9,10,5.2,89.59767161,53.51985604,23.01947179,0.857085197,,,,,,,23019.47179,857.0851967
468,3,0.8,0.9,10,5.2,83.33524831,41.02889826,23.01947179,0.829687492,,,,,,,23019.47179,829.6874915
469,1,0.8,1.1,8,5.2,73.17263277,39.37061371,17.84489606,0.677425639,,,,,,,17844.89606,677.4256388
470,3,0.8,1.1,8,5.2,73.02351134,29.86229393,17.84489606,0.643113727,,,,,,,17844.89606,643.1137271
471,1,0.8,1.1,9,5.2,76.34719461,38.53504727,20.496548,0.727887567,,,,,,,20496.548,727.8875667
472,3,0.8,1.1,9,5.2,83.86981393,34.05710121,20.496548,0.695337659,,,,,,,20496.548,695.3376591
473,1,0.8,1.1,10,5.2,85.38434815,42.31528743,23.23624866,0.791257279,,,,,,,23236.24866,791.2572791
474,3,0.8,1.1,10,5.2,82.44635299,35.43591592,23.23624866,0.74770657,,,,,,,23236.24866,747.7065695
475,1,0.8,1.3,8,5.2,74.48719744,33.85037116,18.01734701,0.635079547,,,,,,,18017.34701,635.0795466
476,3,0.8,1.3,8,5.2,73.09905235,25.35128427,18.01734701,0.596608057,,,,,,,18017.34701,596.6080572
477,1,0.8,1.3,9,5.2,79.73979901,44.14504945,20.69105537,0.68662528,,,,,,,20691.05537,686.6252802
478,3,0.8,1.3,9,5.2,81.16041488,32.60109494,20.69105537,0.639491781,,,,,,,20691.05537,639.491781
479,1,0.8,1.3,10,5.2,85.38456664,49.45017606,23.45295499,0.731227629,,,,,,,23452.95499,731.227629
480,3,0.8,1.3,10,5.2,85.16550332,38.50882047,23.45295499,0.685234762,,,,,,,23452.95499,685.2347623
481,1,0.8,0.7,8,5.6,83.12737513,62.83034759,17.84489606,0.907258845,,,,,,,17844.89606,907.2588448
482,3,0.8,0.7,8,5.6,86.59019789,57.62558195,17.84489606,0.900161558,,,,,,,17844.89606,900.1615578
483,1,0.8,0.7,9,5.6,90.64203289,76.13113443,20.496548,0.976596526,,,,,,,20496.548,976.5965259
484,3,0.8,0.7,9,5.6,87.11603149,57.71953532,20.496548,0.972021435,,,,,,,20496.548,972.0214347
485,1,0.8,0.7,10,5.6,106.1876504,71.71791687,23.23624866,1.058901835,,,,,,,23236.24866,1058.901835
486,3,0.8,0.7,10,5.6,95.25486065,61.34160631,23.23624866,1.056738917,,,,,,,23236.24866,1056.738917
487,1,0.8,0.9,8,5.6,88.18643068,57.34429897,18.01734701,0.82858649,,,,,,,18017.34701,828.58649
488,3,0.8,0.9,8,5.6,83.40636684,39.36215152,18.01734701,0.807576923,,,,,,,18017.34701,807.5769226
489,1,0.8,0.9,9,5.6,94.10613973,73.38778819,20.69105537,0.891163399,,,,,,,20691.05537,891.1633993
490,3,0.8,0.9,9,5.6,90.44077185,50.76848118,20.69105537,0.863783103,,,,,,,20691.05537,863.7831032
491,1,0.8,0.9,10,5.6,99.76615512,67.35173485,23.45295499,0.952530774,,,,,,,23452.95499,952.5307743
492,3,0.8,0.9,10,5.6,96.41168038,60.92516049,23.45295499,0.932057803,,,,,,,23452.95499,932.0578033
493,1,0.8,1.1,8,5.6,83.65933787,54.77021899,18.1897587,0.769153857,,,,,,,18189.7587,769.1538568
494,3,0.8,1.1,8,5.6,81.36523943,40.17655632,18.1897587,0.737287556,,,,,,,18189.7587,737.2875562
495,1,0.8,1.1,9,5.6,97.908577,60.1896129,20.88550993,0.819050055,,,,,,,20885.50993,819.0500549
496,3,0.8,1.1,9,5.6,91.57952539,43.85742831,20.88550993,0.784677762,,,,,,,20885.50993,784.6777624
497,1,0.8,1.1,10,5.6,100.0201055,54.44867869,23.66959277,0.881147337,,,,,,,23669.59277,881.1473367
498,3,0.8,1.1,10,5.6,94.44766467,46.34573838,23.66959277,0.843071162,,,,,,,23669.59277,843.071162
499,1,0.8,1.3,8,5.6,80.49313615,40.45806396,18.36213224,0.725803441,,,,,,,18362.13224,725.8034405
500,3,0.8,1.3,8,5.6,75.36218512,35.06702668,18.36213224,0.685688699,,,,,,,18362.13224,685.6886989
501,1,0.8,1.3,9,5.6,99.5380369,59.97433452,21.07991317,0.773283534,,,,,,,21079.91317,773.2835343
502,3,0.8,1.3,9,5.6,93.83545067,39.31364975,21.07991317,0.730454897,,,,,,,21079.91317,730.4548974
503,1,0.8,1.3,10,5.6,97.70025981,42.92158985,23.8861639,0.824493758,,,,,,,23886.1639,824.4937583
504,3,0.8,1.3,10,5.6,92.57537968,32.45940902,23.8861639,0.774073461,,,,,,,23886.1639,774.0734613
505,1,0.8,0.7,8,6,95.50985861,73.22929522,18.1897587,1.028793649,,,,,,,18189.7587,1028.793649
506,3,0.8,0.7,8,6,94.79760087,56.82831662,18.1897587,1.016748669,,,,,,,18189.7587,1016.748669
507,1,0.8,0.7,9,6,107.7523949,96.09105112,20.88550993,1.100914245,,,,,,,20885.50993,1100.914245
508,3,0.8,0.7,9,6,102.9994961,79.9716982,20.88550993,1.088679746,,,,,,,20885.50993,1088.679746
509,1,0.8,0.7,10,6,108.8381779,89.1228983,23.66959277,1.181760084,,,,,,,23669.59277,1181.760084
510,3,0.8,0.7,10,6,105.6678879,72.83361472,23.66959277,1.171671896,,,,,,,23669.59277,1171.671896
511,1,0.8,0.9,8,6,96.11697255,71.55890799,18.36213224,0.943630838,,,,,,,18362.13224,943.6308382
512,3,0.8,0.9,8,6,89.62948604,48.24090875,18.36213224,0.919378257,,,,,,,18362.13224,919.3782571
513,1,0.8,0.9,9,6,110.5392981,83.60049789,21.07991317,0.997855569,,,,,,,21079.91317,997.8555688
514,3,0.8,0.9,9,6,108.9488227,64.68502325,21.07991317,0.977805963,,,,,,,21079.91317,977.8059626
515,1,0.8,0.9,10,6,105.3118341,61.40963901,23.8861639,1.075052399,,,,,,,23886.1639,1075.052399
516,3,0.8,0.9,10,6,103.8105143,48.66890412,23.8861639,1.041164394,,,,,,,23886.1639,1041.164394
517,1,0.8,1.1,8,6,86.16016667,48.82087564,18.53446871,0.87679302,,,,,,,18534.46871,876.7930201
518,3,0.8,1.1,8,6,86.29088013,42.77149939,18.53446871,0.850326209,,,,,,,18534.46871,850.3262087
519,1,0.8,1.1,9,6,101.4016101,48.3605094,21.27426653,0.946785336,,,,,,,21274.26653,946.785336
520,3,0.8,1.1,9,6,100.0030244,45.63077096,21.27426653,0.897304171,,,,,,,21274.26653,897.3041709
521,1,0.8,1.1,10,6,105.3469278,55.93605921,24.1026702,0.989416102,,,,,,,24102.6702,989.4161019
522,3,0.8,1.1,10,6,99.70419403,44.72354204,24.1026702,0.953227608,,,,,,,24102.6702,953.2276082
523,1,0.8,1.3,8,6,89.75325364,48.16970536,18.70676915,0.828123039,,,,,,,18706.76915,828.1230394
524,3,0.8,1.3,8,6,81.70199391,47.69572007,18.70676915,0.789912936,,,,,,,18706.76915,789.9129356
525,1,0.8,1.3,9,6,96.44767202,47.45130093,21.46857138,0.888116155,,,,,,,21468.57138,888.1161545
526,3,0.8,1.3,9,6,93.0614933,46.78071335,21.46857138,0.833241147,,,,,,,21468.57138,833.2411469
527,1,0.8,1.3,10,6,104.6560138,65.55517607,24.31911344,0.929522427,,,,,,,24319.11344,929.5224269
528,3,0.8,1.3,10,6,100.8647725,50.02860703,24.31911344,0.888280181,,,,,,,24319.11344,888.2801808
529,1,0.8,0.7,8,6.4,99.62803649,74.60598676,18.53446871,1.174748408,,,,,,,18534.46871,1174.748408
530,3,0.8,0.7,8,6.4,96.52470126,73.54387669,18.53446871,1.156886373,,,,,,,18534.46871,1156.886373
531,1,0.8,0.7,9,6.4,114.0567606,86.61697859,21.27426653,1.257031213,,,,,,,21274.26653,1257.031213
532,3,0.8,0.7,9,6.4,116.356361,77.22210281,21.27426653,1.221695689,,,,,,,21274.26653,1221.695689
533,1,0.8,0.7,10,6.4,122.2086214,104.2310609,24.1026702,1.316714446,,,,,,,24102.6702,1316.714446
534,3,0.8,0.7,10,6.4,113.8398906,90.47761148,24.1026702,1.307329443,,,,,,,24102.6702,1307.329443
535,1,0.8,0.9,8,6.4,101.8276925,78.69712569,18.70676915,1.075124863,,,,,,,18706.76915,1075.124863
536,3,0.8,0.9,8,6.4,87.04553057,68.90153664,18.70676915,1.045953622,,,,,,,18706.76915,1045.953622
537,1,0.8,0.9,9,6.4,113.9048001,71.27349001,21.46857138,1.164881807,,,,,,,21468.57138,1164.881807
538,3,0.8,0.9,9,6.4,117.8776953,65.64193168,21.46857138,1.107417607,,,,,,,21468.57138,1107.417607
539,1,0.8,0.9,10,6.4,118.990671,91.95943242,24.31911344,1.203415776,,,,,,,24319.11344,1203.415776
540,3,0.8,0.9,10,6.4,114.6971343,69.31288735,24.31911344,1.176146496,,,,,,,24319.11344,1176.146496
541,1,0.8,1.1,8,6.4,97.66764254,64.24791439,18.87903457,1.005599806,,,,,,,18879.03457,1005.599806
542,3,0.8,1.1,8,6.4,92.89002529,59.57395696,18.87903457,0.970649668,,,,,,,18879.03457,970.6496677
543,1,0.8,1.1,9,6.4,104.0785798,65.96150791,21.66282905,1.076420748,,,,,,,21662.82905,1076.420748
544,3,0.8,1.1,9,6.4,106.1273559,63.79509888,21.66282905,1.026880596,,,,,,,21662.82905,1026.880596
545,1,0.8,1.1,10,6.4,123.5857227,76.15099994,24.53549533,1.123124884,,,,,,,24535.49533,1123.124884
546,3,0.8,1.1,10,6.4,118.6450672,61.6029947,24.53549533,1.080661174,,,,,,,24535.49533,1080.661174
547,1,0.8,1.3,8,6.4,97.95073007,56.56444325,19.05126592,0.954707805,,,,,,,19051.26592,954.7078045
548,3,0.8,1.3,8,6.4,100.4561488,51.03100918,19.05126592,0.913772434,,,,,,,19051.26592,913.7724338
549,1,0.8,1.3,9,6.4,104.0773988,63.33542337,21.85704081,1.024504351,,,,,,,21857.04081,1024.504351
550,3,0.8,1.3,9,6.4,103.5664834,63.16594353,21.85704081,0.96032177,,,,,,,21857.04081,960.3217703
551,1,0.8,1.3,10,6.4,121.5958467,71.18996624,24.75181749,1.05441356,,,,,,,24751.81749,1054.41356
552,3,0.8,1.3,10,6.4,117.6080888,50.53475124,24.75181749,1.011019411,,,,,,,24751.81749,1011.019411
553,1,0.8,0.7,8,6.8,102.9841623,89.31599309,18.87903457,1.324877823,,,,,,,18879.03457,1324.877823
554,3,0.8,0.7,8,6.8,93.55562282,88.36032323,18.87903457,1.30846447,,,,,,,18879.03457,1308.46447
555,1,0.8,0.7,9,6.8,120.7648527,92.38518845,21.66282905,1.420266394,,,,,,,21662.82905,1420.266394
556,3,0.8,0.7,9,6.8,119.6317317,94.91046256,21.66282905,1.377228885,,,,,,,21662.82905,1377.228885
557,1,0.8,0.7,10,6.8,140.262565,135.1668935,24.53549533,1.487721408,,,,,,,24535.49533,1487.721408
558,3,0.8,0.7,10,6.8,134.9888882,105.130158,24.53549533,1.461151401,,,,,,,24535.49533,1461.151401
559,1,0.8,0.9,8,6.8,94.93014186,76.64508239,19.05126592,1.231928361,,,,,,,19051.26592,1231.928361
560,3,0.8,0.9,8,6.8,89.56826187,77.72648581,19.05126592,1.193739712,,,,,,,19051.26592,1193.739712
561,1,0.8,0.9,9,6.8,113.3060756,101.1900921,21.85704081,1.305118541,,,,,,,21857.04081,1305.118541
562,3,0.8,0.9,9,6.8,115.1649457,106.482984,21.85704081,1.265214688,,,,,,,21857.04081,1265.214688
563,1,0.8,0.9,10,6.8,140.9474679,103.7543551,24.75181749,1.364256029,,,,,,,24751.81749,1364.256029
564,3,0.8,0.9,10,6.8,134.5012703,87.360304,24.75181749,1.331733723,,,,,,,24751.81749,1331.733723
565,1,0.8,1.1,8,6.8,103.5100706,55.90331127,19.22346413,1.155690196,,,,,,,19223.46413,1155.690196
566,3,0.8,1.1,8,6.8,97.62338664,58.2857352,19.22346413,1.105043414,,,,,,,19223.46413,1105.043414
567,1,0.8,1.1,9,6.8,109.9265074,79.7893518,22.0512079,1.221812998,,,,,,,22051.2079,1221.812998
568,3,0.8,1.1,9,6.8,105.0041431,80.02229054,22.0512079,1.17665869,,,,,,,22051.2079,1176.65869
569,1,0.8,1.1,10,6.8,132.6287816,87.97539335,24.96808152,1.294511568,,,,,,,24968.08152,1294.511568
570,3,0.8,1.1,10,6.8,128.3572779,77.60467716,24.96808152,1.235360412,,,,,,,24968.08152,1235.360412
571,1,0.8,1.3,8,6.8,99.67474059,57.73168274,19.3956301,1.085830917,,,,,,,19395.6301,1085.830917
572,3,0.8,1.3,8,6.8,96.18935697,61.62967481,19.3956301,1.032212941,,,,,,,19395.6301,1032.212941
573,1,0.8,1.3,9,6.8,115.6511616,77.83998388,22.2453315,1.143346071,,,,,,,22245.3315,1143.346071
574,3,0.8,1.3,9,6.8,115.6861419,81.28004544,22.2453315,1.095648899,,,,,,,22245.3315,1095.648899
575,1,0.8,1.3,10,6.8,127.9519632,73.67284587,25.18428894,1.206676707,,,,,,,25184.28894,1206.676707
576,3,0.8,1.3,10,6.8,126.7765655,69.12586513,25.18428894,1.145112698,,,,,,,25184.28894,1145.112698
577,2.2,0.5,0.7,8,4.8,51.14000757,41.09660441,17.15467555,0.918464093,,,,,,,17154.67555,918.4640925
578,2.5,0.5,0.7,8,4.8,52.08752065,42.93613726,17.15467555,0.902061703,,,,,,,17154.67555,902.061703
579,2.8,0.5,0.7,8,4.8,54.4521981,40.59397035,17.15467555,0.882602007,,,,,,,17154.67555,882.6020074
580,2.2,0.5,0.7,9,4.8,66.93686449,30.87311725,19.71795869,1.047030316,,,,,,,19717.95869,1047.030316
581,2.5,0.5,0.7,9,4.8,67.93861717,35.13340096,19.71795869,1.036375542,,,,,,,19717.95869,1036.375542
582,2.8,0.5,0.7,9,4.8,65.42781712,40.92909892,19.71795869,1.021320211,,,,,,,19717.95869,1021.320211
583,2.2,0.5,0.7,10,4.8,72.8961309,31.93356155,22.368697,1.191012598,,,,,,,22368.697,1191.012598
584,2.5,0.5,0.7,10,4.8,77.88908259,38.05922167,22.368697,1.177326733,,,,,,,22368.697,1177.326733
585,2.8,0.5,0.7,10,4.8,77.22317139,41.95784276,22.368697,1.169602989,,,,,,,22368.697,1169.602989
586,2.2,0.5,0.9,8,4.8,59.92364876,27.41014556,17.32729571,0.753452311,,,,,,,17327.29571,753.4523106
587,2.5,0.5,0.9,8,4.8,58.79931528,25.05069626,17.32729571,0.742676205,,,,,,,17327.29571,742.6762046
588,2.8,0.5,0.9,8,4.8,57.13501608,30.72529088,17.32729571,0.72882729,,,,,,,17327.29571,728.8272898
589,2.2,0.5,0.9,9,4.8,69.48491484,25.1966383,19.91269334,0.85580948,,,,,,,19912.69334,855.8094801
590,2.5,0.5,0.9,9,4.8,74.25899646,29.2887155,19.91269334,0.842728102,,,,,,,19912.69334,842.7281017
591,2.8,0.5,0.9,9,4.8,70.17028503,29.92486573,19.91269334,0.833103395,,,,,,,19912.69334,833.1033945
592,2.2,0.5,0.9,10,4.8,73.96905557,22.76089371,22.58569814,0.977520445,,,,,,,22585.69814,977.5204452
593,2.5,0.5,0.9,10,4.8,76.46004019,32.6550298,22.58569814,0.963941136,,,,,,,22585.69814,963.941136
594,2.8,0.5,0.9,10,4.8,75.14358733,35.51688759,22.58569814,0.952220243,,,,,,,22585.69814,952.2202434
595,2.2,0.5,1.1,8,4.8,58.59495817,23.81357968,17.49987165,0.655376305,,,,,,,17499.87165,655.376305
596,2.5,0.5,1.1,8,4.8,57.77019152,26.00037639,17.49987165,0.645683125,,,,,,,17499.87165,645.6831255
597,2.8,0.5,1.1,8,4.8,59.58254766,29.85290561,17.49987165,0.632611192,,,,,,,17499.87165,632.6111915
598,2.2,0.5,1.1,9,4.8,68.55163265,22.38948936,20.10736863,0.739748374,,,,,,,20107.36863,739.7483741
599,2.5,0.5,1.1,9,4.8,64.27467357,23.06898078,20.10736863,0.730108163,,,,,,,20107.36863,730.1081629
600,2.8,0.5,1.1,9,4.8,64.56650255,25.68135146,20.10736863,0.717950474,,,,,,,20107.36863,717.9504744
601,2.2,0.5,1.1,10,4.8,73.14579732,27.63500332,22.80262232,0.839832743,,,,,,,22802.62232,839.8327428
602,2.5,0.5,1.1,10,4.8,72.92444286,29.72769583,22.80262232,0.829233507,,,,,,,22802.62232,829.2335072
603,2.8,0.5,1.1,10,4.8,72.84803367,33.82478586,22.80262232,0.812305124,,,,,,,22802.62232,812.3051238
604,2.2,0.5,1.3,8,4.8,60.60859136,21.40648415,17.67240468,0.581983362,,,,,,,17672.40468,581.9833618
605,2.5,0.5,1.3,8,4.8,58.32296566,22.68579046,17.67240468,0.572140618,,,,,,,17672.40468,572.1406181
606,2.8,0.5,1.3,8,4.8,60.51797808,26.15770834,17.67240468,0.560331567,,,,,,,17672.40468,560.3315672
607,2.2,0.5,1.3,9,4.8,62.49495039,18.62512447,20.30198629,0.653761376,,,,,,,20301.98629,653.7613761
608,2.5,0.5,1.3,9,4.8,64.7926848,21.59424461,20.30198629,0.641949631,,,,,,,20301.98629,641.949631
609,2.8,0.5,1.3,9,4.8,63.72259573,23.54556838,20.30198629,0.629935418,,,,,,,20301.98629,629.935418
610,2.2,0.5,1.3,10,4.8,74.17825383,29.04649379,23.01947179,0.745724307,,,,,,,23019.47179,745.724307
611,2.5,0.5,1.3,10,4.8,74.9901203,29.88328879,23.01947179,0.727555912,,,,,,,23019.47179,727.5559117
612,2.8,0.5,1.3,10,4.8,74.37159879,29.88946324,23.01947179,0.714482565,,,,,,,23019.47179,714.4825655
613,2.2,0.5,0.7,8,5.2,57.97920001,41.62190219,17.49987165,0.97859766,,,,,,,17499.87165,978.5976605
614,2.5,0.5,0.7,8,5.2,56.73423514,40.24685436,17.49987165,0.97038372,,,,,,,17499.87165,970.3837203
615,2.8,0.5,0.7,8,5.2,60.86998379,48.18877793,17.49987165,0.962256015,,,,,,,17499.87165,962.2560153
616,2.2,0.5,0.7,9,5.2,82.06662364,34.87212364,20.10736863,1.12135964,,,,,,,20107.36863,1121.35964
617,2.5,0.5,0.7,9,5.2,78.40836032,33.92811144,20.10736863,1.114249754,,,,,,,20107.36863,1114.249754
618,2.8,0.5,0.7,9,5.2,76.07704319,38.17981229,20.10736863,1.098528276,,,,,,,20107.36863,1098.528276
619,2.2,0.5,0.7,10,5.2,84.78692378,43.42785218,22.80262232,1.279822591,,,,,,,22802.62232,1279.822591
620,2.5,0.5,0.7,10,5.2,89.32792302,48.55450869,22.80262232,1.270454129,,,,,,,22802.62232,1270.454129
621,2.8,0.5,0.7,10,5.2,85.09819211,60.21454536,22.80262232,1.254352007,,,,,,,22802.62232,1254.352007
622,2.2,0.5,0.9,8,5.2,62.29882869,24.92419276,17.67240468,0.825490489,,,,,,,17672.40468,825.4904893
623,2.5,0.5,0.9,8,5.2,60.01481021,27.25434261,17.67240468,0.815201584,,,,,,,17672.40468,815.2015839
624,2.8,0.5,0.9,8,5.2,60.65750438,30.62738079,17.67240468,0.807652733,,,,,,,17672.40468,807.6527331
625,2.2,0.5,0.9,9,5.2,71.00870146,28.94262929,20.30198629,0.928950905,,,,,,,20301.98629,928.950905
626,2.5,0.5,0.9,9,5.2,78.03683415,37.50199133,20.30198629,0.92149242,,,,,,,20301.98629,921.4924202
627,2.8,0.5,0.9,9,5.2,75.07983653,38.11652533,20.30198629,0.910737398,,,,,,,20301.98629,910.7373983
628,2.2,0.5,0.9,10,5.2,89.86854237,41.64183917,23.01947179,1.063437941,,,,,,,23019.47179,1063.437941
629,2.5,0.5,0.9,10,5.2,84.19175329,43.21590635,23.01947179,1.051964946,,,,,,,23019.47179,1051.964946
630,2.8,0.5,0.9,10,5.2,80.94720328,45.87644871,23.01947179,1.035794013,,,,,,,23019.47179,1035.794013
631,2.2,0.5,1.1,8,5.2,65.18808167,22.32246615,17.84489606,0.72495795,,,,,,,17844.89606,724.9579502
632,2.5,0.5,1.1,8,5.2,65.06631246,26.53727264,17.84489606,0.715627695,,,,,,,17844.89606,715.6276951
633,2.8,0.5,1.1,8,5.2,65.53562258,25.21279431,17.84489606,0.705506359,,,,,,,17844.89606,705.5063589
634,2.2,0.5,1.1,9,5.2,71.40722204,25.35254941,20.496548,0.811715317,,,,,,,20496.548,811.7153171
635,2.5,0.5,1.1,9,5.2,72.22221071,25.04836957,20.496548,0.80314354,,,,,,,20496.548,803.1435405
636,2.8,0.5,1.1,9,5.2,74.20405196,30.43774055,20.496548,0.788150816,,,,,,,20496.548,788.1508161
637,2.2,0.5,1.1,10,5.2,80.52470057,31.36448223,23.23624866,0.914072125,,,,,,,23236.24866,914.072125
638,2.5,0.5,1.1,10,5.2,83.03146165,38.91255849,23.23624866,0.89796999,,,,,,,23236.24866,897.9699905
639,2.8,0.5,1.1,10,5.2,77.33276746,38.58767415,23.23624866,0.882469237,,,,,,,23236.24866,882.4692371
640,2.2,0.5,1.3,8,5.2,64.06972243,18.26369357,18.01734701,0.647553183,,,,,,,18017.34701,647.5531827
641,2.5,0.5,1.3,8,5.2,67.52643248,22.2585117,18.01734701,0.638875488,,,,,,,18017.34701,638.8754879
642,2.8,0.5,1.3,8,5.2,65.51682738,21.59059321,18.01734701,0.628242135,,,,,,,18017.34701,628.242135
643,2.2,0.5,1.3,9,5.2,71.42591195,25.48272902,20.69105537,0.724349863,,,,,,,20691.05537,724.3498631
644,2.5,0.5,1.3,9,5.2,72.06407115,21.06569188,20.69105537,0.71149863,,,,,,,20691.05537,711.4986296
645,2.8,0.5,1.3,9,5.2,69.2720173,21.31166173,20.69105537,0.698324496,,,,,,,20691.05537,698.3244957
646,2.2,0.5,1.3,10,5.2,82.33286493,22.26851074,23.45295499,0.809036717,,,,,,,23452.95499,809.0367168
647,2.5,0.5,1.3,10,5.2,78.80775606,24.75860587,23.45295499,0.795049827,,,,,,,23452.95499,795.0498269
648,2.8,0.5,1.3,10,5.2,79.0572624,24.13179404,23.45295499,0.78198884,,,,,,,23452.95499,781.9888404
649,2.2,0.5,0.7,8,5.6,78.67456842,31.7005268,17.84489606,1.052237854,,,,,,,17844.89606,1052.237854
650,2.5,0.5,0.7,8,5.6,79.72845497,37.21740452,17.84489606,1.051035771,,,,,,,17844.89606,1051.035771
651,2.8,0.5,0.7,8,5.6,77.64180825,40.72254002,17.84489606,1.044819259,,,,,,,17844.89606,1044.819259
652,2.2,0.5,0.7,9,5.6,75.97549634,36.67705164,20.496548,1.196438511,,,,,,,20496.548,1196.438511
653,2.5,0.5,0.7,9,5.6,82.39183449,48.22658437,20.496548,1.194197638,,,,,,,20496.548,1194.197638
654,2.8,0.5,0.7,9,5.6,76.71811205,50.83406762,20.496548,1.185266267,,,,,,,20496.548,1185.266267
655,2.2,0.5,0.7,10,5.6,87.39825304,50.17091826,23.23624866,1.36776982,,,,,,,23236.24866,1367.76982
656,2.5,0.5,0.7,10,5.6,92.13836135,49.39191711,23.23624866,1.346097628,,,,,,,23236.24866,1346.097628
657,2.8,0.5,0.7,10,5.6,87.0516071,57.94672451,23.23624866,1.334105747,,,,,,,23236.24866,1334.105747
658,2.2,0.5,0.9,8,5.6,73.14471739,26.31786619,18.01734701,0.899578808,,,,,,,18017.34701,899.578808
659,2.5,0.5,0.9,8,5.6,74.19502377,31.04146827,18.01734701,0.893096004,,,,,,,18017.34701,893.0960043
660,2.8,0.5,0.9,8,5.6,75.46763572,35.43443308,18.01734701,0.881753685,,,,,,,18017.34701,881.7536846
661,2.2,0.5,0.9,9,5.6,74.74466222,27.34095667,20.69105537,1.012248251,,,,,,,20691.05537,1012.248251
662,2.5,0.5,0.9,9,5.6,76.01842421,30.31436992,20.69105537,1.002989539,,,,,,,20691.05537,1002.989539
663,2.8,0.5,0.9,9,5.6,74.84450567,33.97918306,20.69105537,0.98733018,,,,,,,20691.05537,987.3301803
664,2.2,0.5,0.9,10,5.6,94.80502259,29.28909778,23.45295499,1.136951342,,,,,,,23452.95499,1136.951342
665,2.5,0.5,0.9,10,5.6,91.40800807,36.7816167,23.45295499,1.119295902,,,,,,,23452.95499,1119.295902
666,2.8,0.5,0.9,10,5.6,85.63871079,38.10462804,23.45295499,1.108858041,,,,,,,23452.95499,1108.858041
667,2.2,0.5,1.1,8,5.6,71.10070129,18.8823236,18.1897587,0.796354265,,,,,,,18189.7587,796.3542649
668,2.5,0.5,1.1,8,5.6,65.89360191,24.02562859,18.1897587,0.791393633,,,,,,,18189.7587,791.3936332
669,2.8,0.5,1.1,8,5.6,68.19190125,26.14960811,18.1897587,0.779376523,,,,,,,18189.7587,779.3765231
670,2.2,0.5,1.1,9,5.6,82.61527235,22.23678699,20.88550993,0.883382126,,,,,,,20885.50993,883.3821258
671,2.5,0.5,1.1,9,5.6,85.5734674,28.13438017,20.88550993,0.870795889,,,,,,,20885.50993,870.7958893
672,2.8,0.5,1.1,9,5.6,88.28083053,35.4870603,20.88550993,0.860837363,,,,,,,20885.50993,860.8373626
673,2.2,0.5,1.1,10,5.6,94.77235307,30.69817803,23.66959277,0.982095708,,,,,,,23669.59277,982.0957079
674,2.5,0.5,1.1,10,5.6,94.32812376,31.36618232,23.66959277,0.973954951,,,,,,,23669.59277,973.9549508
675,2.8,0.5,1.1,10,5.6,93.84842754,34.29108381,23.66959277,0.96156658,,,,,,,23669.59277,961.5665799
676,2.2,0.5,1.3,8,5.6,73.20980154,19.10094642,18.36213224,0.718189791,,,,,,,18362.13224,718.1897908
677,2.5,0.5,1.3,8,5.6,72.90467632,22.67964704,18.36213224,0.710256557,,,,,,,18362.13224,710.2565565
678,2.8,0.5,1.3,8,5.6,67.93190078,21.8028486,18.36213224,0.699518336,,,,,,,18362.13224,699.518336
679,2.2,0.5,1.3,9,5.6,80.27193913,17.17763032,21.07991317,0.797825691,,,,,,,21079.91317,797.8256912
680,2.5,0.5,1.3,9,5.6,75.52302333,22.36147549,21.07991317,0.789392341,,,,,,,21079.91317,789.3923414
681,2.8,0.5,1.3,9,5.6,75.27213024,26.11818185,21.07991317,0.776324748,,,,,,,21079.91317,776.3247483
682,2.2,0.5,1.3,10,5.6,85.99782085,23.17135465,23.8861639,0.883287714,,,,,,,23886.1639,883.2877138
683,2.5,0.5,1.3,10,5.6,86.72532472,23.28302219,23.8861639,0.872038123,,,,,,,23886.1639,872.0381231
684,2.8,0.5,1.3,10,5.6,84.39058155,30.22159098,23.8861639,0.862246358,,,,,,,23886.1639,862.2463577
685,2.2,0.5,0.7,8,6,79.23808768,39.54854413,18.1897587,1.126497796,,,,,,,18189.7587,1126.497796
686,2.5,0.5,0.7,8,6,77.46454627,40.16240067,18.1897587,1.127599738,,,,,,,18189.7587,1127.599738
687,2.8,0.5,0.7,8,6,78.61602412,42.89707871,18.1897587,1.125112683,,,,,,,18189.7587,1125.112683
688,2.2,0.5,0.7,9,6,89.95657883,31.89117919,20.88550993,1.268797919,,,,,,,20885.50993,1268.797919
689,2.5,0.5,0.7,9,6,92.27145828,45.67116754,20.88550993,1.261057047,,,,,,,20885.50993,1261.057047
