数据编号,槽开口宽度Bs0（mm）,永磁体轴向长度/动子极距            a,气隙厚度gap（mm）,线圈径向宽度rcoil（mm）,永磁体径向长度rpm（mm）,平均推力（N）,推力波动（N）,平均铜损(W),平均铁损(W),,,,,,,平均铜损(mW),平均铁损(mW)
229,1,0.6,1.1,8,6,79.71376684,25.91030756,18.53446871,0.859959591,,,,,,,18534.46871,859.9595908
230,3,0.6,1.1,8,6,82.5777864,25.38797031,18.53446871,0.82197695,,,,,,,18534.46871,821.9769504
231,1,0.6,1.1,9,6,99.3402923,29.69244935,21.27426653,0.947152113,,,,,,,21274.26653,947.1521129
232,3,0.6,1.1,9,6,90.22033203,32.00071473,21.27426653,0.903809195,,,,,,,21274.26653,903.8091948
233,1,0.6,1.1,10,6,97.13265206,25.32549715,24.1026702,1.023009106,,,,,,,24102.6702,1023.009106
234,3,0.6,1.1,10,6,97.95483744,29.05842423,24.1026702,0.978846582,,,,,,,24102.6702,978.8465815
235,1,0.6,1.3,8,6,87.3600228,18.47769229,18.70676915,0.800211809,,,,,,,18706.76915,800.211809
236,3,0.6,1.3,8,6,85.25017196,19.41368214,18.70676915,0.753062477,,,,,,,18706.76915,753.0624774
237,1,0.6,1.3,9,6,104.5556892,40.01707997,21.46857138,0.876889326,,,,,,,21468.57138,876.8893263
238,3,0.6,1.3,9,6,100.7292068,36.22332765,21.46857138,0.822706101,,,,,,,21468.57138,822.706101
239,1,0.6,1.3,10,6,97.95724184,21.93767065,24.31911344,0.952738724,,,,,,,24319.11344,952.7387236
240,3,0.6,1.3,10,6,92.7810718,21.65129699,24.31911344,0.887123114,,,,,,,24319.11344,887.1231135
241,1,0.6,0.7,8,6.4,86.53162882,26.25681881,18.53446871,1.168830086,,,,,,,18534.46871,1168.830086
242,3,0.6,0.7,8,6.4,85.89899034,37.01435067,18.53446871,1.147536687,,,,,,,18534.46871,1147.536687
243,1,0.6,0.7,9,6.4,98.30250826,29.45794047,21.27426653,1.289464672,,,,,,,21274.26653,1289.464672
244,3,0.6,0.7,9,6.4,103.0328176,57.61196265,21.27426653,1.273691236,,,,,,,21274.26653,1273.691236
245,1,0.6,0.7,10,6.4,115.1141613,47.0682716,24.1026702,1.413629231,,,,,,,24102.6702,1413.629231
246,3,0.6,0.7,10,6.4,107.8468107,46.67844419,24.1026702,1.376491975,,,,,,,24102.6702,1376.491975
247,1,0.6,0.9,8,6.4,95.05090299,25.45658066,18.70676915,1.038103035,,,,,,,18706.76915,1038.103035
248,3,0.6,0.9,8,6.4,93.03113057,40.57645696,18.70676915,1.005174583,,,,,,,18706.76915,1005.174583
249,1,0.6,0.9,9,6.4,104.754174,32.97871717,21.46857138,1.139188994,,,,,,,21468.57138,1139.188994
250,3,0.6,0.9,9,6.4,107.6074943,45.80728482,21.46857138,1.103244959,,,,,,,21468.57138,1103.244959
251,1,0.6,0.9,10,6.4,108.2051676,46.11313924,24.31911344,1.245496685,,,,,,,24319.11344,1245.496685
252,3,0.6,0.9,10,6.4,109.8693411,49.09974717,24.31911344,1.194318751,,,,,,,24319.11344,1194.318751
253,1,0.6,1.1,8,6.4,89.13163037,17.00300724,18.87903457,0.948615383,,,,,,,18879.03457,948.6153833
254,3,0.6,1.1,8,6.4,86.09417532,33.94076846,18.87903457,0.912043432,,,,,,,18879.03457,912.0434315
255,1,0.6,1.1,9,6.4,97.71337767,22.38380142,21.66282905,1.030458257,,,,,,,21662.82905,1030.458257
256,3,0.6,1.1,9,6.4,96.79415334,32.7669555,21.66282905,0.987260069,,,,,,,21662.82905,987.2600692
257,1,0.6,1.1,10,6.4,106.3026963,25.49933217,24.53549533,1.124224364,,,,,,,24535.49533,1124.224364
258,3,0.6,1.1,10,6.4,105.2075137,33.57164942,24.53549533,1.078608703,,,,,,,24535.49533,1078.608703
259,1,0.6,1.3,8,6.4,87.72682513,15.53962174,19.05126592,0.883610941,,,,,,,19051.26592,883.6109405
260,3,0.6,1.3,8,6.4,88.51086227,21.96752655,19.05126592,0.842126794,,,,,,,19051.26592,842.1267936
261,1,0.6,1.3,9,6.4,94.2162256,34.13902546,21.85704081,0.953712882,,,,,,,21857.04081,953.7128817
262,3,0.6,1.3,9,6.4,91.01257868,22.66185678,21.85704081,0.900916371,,,,,,,21857.04081,900.9163709
263,1,0.6,1.3,10,6.4,106.0077888,32.3562848,24.75181749,1.043096847,,,,,,,24751.81749,1043.096847
264,3,0.6,1.3,10,6.4,104.7795293,40.02566971,24.75181749,0.988918521,,,,,,,24751.81749,988.9185211
265,1,0.6,0.7,8,6.8,93.19146703,40.82815901,18.87903457,1.268260247,,,,,,,18879.03457,1268.260247
266,3,0.6,0.7,8,6.8,95.1041706,47.85851858,18.87903457,1.260427424,,,,,,,18879.03457,1260.427424
267,1,0.6,0.7,9,6.8,109.6098043,43.63795533,21.66282905,1.397193962,,,,,,,21662.82905,1397.193962
268,3,0.6,0.7,9,6.8,109.6434032,58.98273767,21.66282905,1.366783126,,,,,,,21662.82905,1366.783126
269,1,0.6,0.7,10,6.8,133.8879475,31.87630437,24.53549533,1.538367543,,,,,,,24535.49533,1538.367543
270,3,0.6,0.7,10,6.8,132.0564421,58.63637562,24.53549533,1.510778168,,,,,,,24535.49533,1510.778168
271,1,0.6,0.9,8,6.8,94.08767869,29.45357428,19.05126592,1.140385441,,,,,,,19051.26592,1140.385441
272,3,0.6,0.9,8,6.8,92.76431614,35.80045697,19.05126592,1.113777406,,,,,,,19051.26592,1113.777406
273,1,0.6,0.9,9,6.8,107.7080999,33.87869563,21.85704081,1.237121188,,,,,,,21857.04081,1237.121188
274,3,0.6,0.9,9,6.8,112.9779079,40.23358407,21.85704081,1.190742211,,,,,,,21857.04081,1190.742211
275,1,0.6,0.9,10,6.8,125.6622461,49.64509797,24.75181749,1.35351648,,,,,,,24751.81749,1353.51648
276,3,0.6,0.9,10,6.8,128.9344853,62.68467611,24.75181749,1.313747265,,,,,,,24751.81749,1313.747265
277,1,0.6,1.1,8,6.8,94.82233503,20.08296722,19.22346413,1.034934678,,,,,,,19223.46413,1034.934678
278,3,0.6,1.1,8,6.8,96.76131297,31.92956303,19.22346413,1.008401194,,,,,,,19223.46413,1008.401194
279,1,0.6,1.1,9,6.8,97.49506458,27.37075176,22.0512079,1.13506117,,,,,,,22051.2079,1135.06117
280,3,0.6,1.1,9,6.8,94.87084394,33.18663382,22.0512079,1.088106857,,,,,,,22051.2079,1088.106857
281,1,0.6,1.1,10,6.8,122.5686808,34.57231695,24.96808152,1.220011419,,,,,,,24968.08152,1220.011419
282,3,0.6,1.1,10,6.8,120.0771441,33.11972553,24.96808152,1.177855327,,,,,,,24968.08152,1177.855327
283,1,0.6,1.3,8,6.8,93.43700874,24.41243645,19.3956301,0.963334922,,,,,,,19395.6301,963.3349223
284,3,0.6,1.3,8,6.8,95.74193504,26.8299056,19.3956301,0.925176463,,,,,,,19395.6301,925.1764631
285,1,0.6,1.3,9,6.8,102.2442117,30.68313044,22.2453315,1.053758635,,,,,,,22245.3315,1053.758635
286,3,0.6,1.3,9,6.8,95.51996234,28.73430591,22.2453315,1.002721831,,,,,,,22245.3315,1002.721831
287,1,0.6,1.3,10,6.8,120.0208906,31.09774406,25.18428894,1.137622106,,,,,,,25184.28894,1137.622106
288,3,0.6,1.3,10,6.8,119.8503523,39.46124774,25.18428894,1.084942269,,,,,,,25184.28894,1084.942269
289,1,0.7,0.7,8,4.8,67.86573649,38.95412385,17.15467555,0.770890936,,,,,,,17154.67555,770.8909359
290,3,0.7,0.7,8,4.8,62.86583871,34.39321569,17.15467555,0.733832886,,,,,,,17154.67555,733.8328856
291,1,0.7,0.7,9,4.8,77.74011418,41.77500207,19.71795869,0.854864708,,,,,,,19717.95869,854.8647075
292,3,0.7,0.7,9,4.8,73.33639518,41.95427596,19.71795869,0.829068186,,,,,,,19717.95869,829.0681863
293,1,0.7,0.7,10,4.8,84.97209532,58.3541807,22.368697,0.962573069,,,,,,,22368.697,962.5730688
294,3,0.7,0.7,10,4.8,81.46262896,60.69761642,22.368697,0.917604911,,,,,,,22368.697,917.6049107
295,1,0.7,0.9,8,4.8,66.14390738,33.62697877,17.32729571,0.673224464,,,,,,,17327.29571,673.2244637
296,3,0.7,0.9,8,4.8,66.43379591,23.59776429,17.32729571,0.633784493,,,,,,,17327.29571,633.7844925
297,1,0.7,0.9,9,4.8,75.61054617,34.47807295,19.91269334,0.751218022,,,,,,,19912.69334,751.2180215
298,3,0.7,0.9,9,4.8,73.53992484,40.06909503,19.91269334,0.706217594,,,,,,,19912.69334,706.2175936
299,1,0.7,0.9,10,4.8,79.99519729,28.72172562,22.58569814,0.82345063,,,,,,,22585.69814,823.4506304
300,3,0.7,0.9,10,4.8,80.32561106,36.38987595,22.58569814,0.773801605,,,,,,,22585.69814,773.8016045
301,1,0.7,1.1,8,4.8,64.74258236,29.03158221,17.49987165,0.615765596,,,,,,,17499.87165,615.765596
302,3,0.7,1.1,8,4.8,65.67624629,29.72959994,17.49987165,0.567721976,,,,,,,17499.87165,567.721976
303,1,0.7,1.1,9,4.8,71.04831815,32.71115425,20.10736863,0.674983977,,,,,,,20107.36863,674.9839766
304,3,0.7,1.1,9,4.8,69.77013586,35.0798328,20.10736863,0.622964142,,,,,,,20107.36863,622.9641421
305,1,0.7,1.1,10,4.8,76.10623292,24.48355057,22.80262232,0.734489105,,,,,,,22802.62232,734.4891054
306,3,0.7,1.1,10,4.8,76.75781803,32.47933598,22.80262232,0.685844717,,,,,,,22802.62232,685.8447167
307,1,0.7,1.3,8,4.8,65.68916048,21.25308907,17.67240468,0.573490697,,,,,,,17672.40468,573.490697
308,3,0.7,1.3,8,4.8,67.07644059,27.5578042,17.67240468,0.519594734,,,,,,,17672.40468,519.5947342
309,1,0.7,1.3,9,4.8,76.75659498,38.71255347,20.30198629,0.627460833,,,,,,,20301.98629,627.4608331
310,3,0.7,1.3,9,4.8,75.25660858,38.02084964,20.30198629,0.567113746,,,,,,,20301.98629,567.1137456
311,1,0.7,1.3,10,4.8,74.96477024,20.10140544,23.01947179,0.678231726,,,,,,,23019.47179,678.231726
312,3,0.7,1.3,10,4.8,73.94544075,23.8068578,23.01947179,0.622940667,,,,,,,23019.47179,622.9406668
313,1,0.7,0.7,8,5.2,80.84654302,51.33878782,17.49987165,0.846837658,,,,,,,17499.87165,846.8376584
314,3,0.7,0.7,8,5.2,81.05464712,46.58605451,17.49987165,0.821458015,,,,,,,17499.87165,821.4580151
315,1,0.7,0.7,9,5.2,81.06161583,54.418241,20.10736863,0.937897876,,,,,,,20107.36863,937.8978759
316,3,0.7,0.7,9,5.2,80.76539279,65.93523906,20.10736863,0.909981421,,,,,,,20107.36863,909.9814213
317,1,0.7,0.7,10,5.2,91.65228237,53.31187868,22.80262232,1.0382183,,,,,,,22802.62232,1038.2183
318,3,0.7,0.7,10,5.2,89.9491274,61.21894838,22.80262232,1.009218481,,,,,,,22802.62232,1009.218481
319,1,0.7,0.9,8,5.2,76.12505923,38.80736704,17.67240468,0.752180663,,,,,,,17672.40468,752.1806627
320,3,0.7,0.9,8,5.2,74.09653631,30.93547987,17.67240468,0.713037663,,,,,,,17672.40468,713.0376627
321,1,0.7,0.9,9,5.2,86.90911532,45.66222306,20.30198629,0.817869987,,,,,,,20301.98629,817.8699865
322,3,0.7,0.9,9,5.2,86.11903546,57.04678421,20.30198629,0.781062779,,,,,,,20301.98629,781.0627785
323,1,0.7,0.9,10,5.2,84.81075687,30.04478333,23.01947179,0.896643012,,,,,,,23019.47179,896.6430117
324,3,0.7,0.9,10,5.2,86.6272919,28.66482654,23.01947179,0.866303312,,,,,,,23019.47179,866.303312
325,1,0.7,1.1,8,5.2,75.36353322,37.39199226,17.84489606,0.687215463,,,,,,,17844.89606,687.2154632
326,3,0.7,1.1,8,5.2,76.61240561,35.56504795,17.84489606,0.64165026,,,,,,,17844.89606,641.6502596
327,1,0.7,1.1,9,5.2,81.54851574,38.0454901,20.496548,0.747259808,,,,,,,20496.548,747.2598081
328,3,0.7,1.1,9,5.2,82.82494686,34.07345492,20.496548,0.696549824,,,,,,,20496.548,696.5498237
329,1,0.7,1.1,10,5.2,81.11444762,26.71804752,23.23624866,0.804804618,,,,,,,23236.24866,804.8046176
330,3,0.7,1.1,10,5.2,83.42057231,25.75347535,23.23624866,0.766263179,,,,,,,23236.24866,766.2631791
331,1,0.7,1.3,8,5.2,70.72399462,22.86520662,18.01734701,0.637588832,,,,,,,18017.34701,637.5888319
332,3,0.7,1.3,8,5.2,72.49600378,30.5899433,18.01734701,0.585117797,,,,,,,18017.34701,585.1177969
333,1,0.7,1.3,9,5.2,81.47473988,37.88767685,20.69105537,0.692547661,,,,,,,20691.05537,692.5476607
334,3,0.7,1.3,9,5.2,78.49196227,33.00116074,20.69105537,0.639818754,,,,,,,20691.05537,639.8187543
335,1,0.7,1.3,10,5.2,79.43019033,23.36617133,23.45295499,0.752365279,,,,,,,23452.95499,752.3652786
336,3,0.7,1.3,10,5.2,72.03827521,22.40750473,23.45295499,0.695435423,,,,,,,23452.95499,695.4354232
337,1,0.7,0.7,8,5.6,83.72357715,53.36233478,17.84489606,0.934844686,,,,,,,17844.89606,934.844686
338,3,0.7,0.7,8,5.6,84.44937565,61.18276997,17.84489606,0.916797577,,,,,,,17844.89606,916.7975773
339,1,0.7,0.7,9,5.6,99.03806288,56.39335475,20.496548,1.022596055,,,,,,,20496.548,1022.596055
340,3,0.7,0.7,9,5.6,92.88235038,62.89333474,20.496548,0.996100999,,,,,,,20496.548,996.1009993
341,1,0.7,0.7,10,5.6,90.24734308,53.62705992,23.23624866,1.127985993,,,,,,,23236.24866,1127.985993
342,3,0.7,0.7,10,5.6,84.15942653,49.11585962,23.23624866,1.110861147,,,,,,,23236.24866,1110.861147
343,1,0.7,0.9,8,5.6,84.25422352,36.09813489,18.01734701,0.829685458,,,,,,,18017.34701,829.6854584
344,3,0.7,0.9,8,5.6,86.55715597,40.07859081,18.01734701,0.795468392,,,,,,,18017.34701,795.4683918
345,1,0.7,0.9,9,5.6,91.08982812,48.58093118,20.69105537,0.901317257,,,,,,,20691.05537,901.3172572
346,3,0.7,0.9,9,5.6,88.22297303,55.48471712,20.69105537,0.866515828,,,,,,,20691.05537,866.5158284
347,1,0.7,0.9,10,5.6,96.36233124,37.8164864,23.45295499,0.997184295,,,,,,,23452.95499,997.1842954
348,3,0.7,0.9,10,5.6,87.4375249,34.93727768,23.45295499,0.95177479,,,,,,,23452.95499,951.7747904
349,1,0.7,1.1,8,5.6,80.98565411,33.05235629,18.1897587,0.760130898,,,,,,,18189.7587,760.1308978
350,3,0.7,1.1,8,5.6,83.93742685,34.42065111,18.1897587,0.725383474,,,,,,,18189.7587,725.383474
351,1,0.7,1.1,9,5.6,87.10433233,31.00264337,20.88550993,0.831731889,,,,,,,20885.50993,831.731889
352,3,0.7,1.1,9,5.6,88.42990961,38.90086256,20.88550993,0.780476981,,,,,,,20885.50993,780.4769806
353,1,0.7,1.1,10,5.6,103.4175605,34.20074235,23.66959277,0.898385938,,,,,,,23669.59277,898.3859379
354,3,0.7,1.1,10,5.6,97.54064343,36.88765565,23.66959277,0.855124466,,,,,,,23669.59277,855.1244659
355,1,0.7,1.3,8,5.6,75.22309353,32.19462981,18.36213224,0.709074573,,,,,,,18362.13224,709.0745727
356,3,0.7,1.3,8,5.6,79.69334194,37.19194083,18.36213224,0.664677522,,,,,,,18362.13224,664.6775218
357,1,0.7,1.3,9,5.6,89.44650706,25.8234797,21.07991317,0.775925496,,,,,,,21079.91317,775.9254961
358,3,0.7,1.3,9,5.6,85.53938912,29.52907203,21.07991317,0.722248674,,,,,,,21079.91317,722.2486737
359,1,0.7,1.3,10,5.6,98.95129067,36.61233936,23.8861639,0.839089786,,,,,,,23886.1639,839.0897864
360,3,0.7,1.3,10,5.6,92.84245215,32.63490809,23.8861639,0.7767281,,,,,,,23886.1639,776.7280999
361,1,0.7,0.7,8,6,91.63608216,63.26902598,18.1897587,1.026730698,,,,,,,18189.7587,1026.730698
362,3,0.7,0.7,8,6,94.98037256,60.56283167,18.1897587,1.024058287,,,,,,,18189.7587,1024.058287
363,1,0.7,0.7,9,6,100.3547355,55.48893085,20.88550993,1.12826421,,,,,,,20885.50993,1128.26421
364,3,0.7,0.7,9,6,96.99946602,67.36226241,20.88550993,1.104548033,,,,,,,20885.50993,1104.548033
365,1,0.7,0.7,10,6,117.5510125,53.92832971,23.66959277,1.240873114,,,,,,,23669.59277,1240.873114
366,3,0.7,0.7,10,6,115.0263342,71.48878744,23.66959277,1.227713785,,,,,,,23669.59277,1227.713785
367,1,0.7,0.9,8,6,87.28305414,47.06654912,18.36213224,0.918773867,,,,,,,18362.13224,918.7738674
368,3,0.7,0.9,8,6,85.02473876,48.98466375,18.36213224,0.892782364,,,,,,,18362.13224,892.7823644
369,1,0.7,0.9,9,6,101.4535084,49.11224524,21.07991317,1.007053278,,,,,,,21079.91317,1007.053278
370,3,0.7,0.9,9,6,100.2628773,50.72082193,21.07991317,0.970360162,,,,,,,21079.91317,970.3601618
371,1,0.7,0.9,10,6,105.7629808,50.93997267,23.8861639,1.086055478,,,,,,,23886.1639,1086.055478
372,3,0.7,0.9,10,6,102.3059216,56.18937605,23.8861639,1.049257988,,,,,,,23886.1639,1049.257988
373,1,0.7,1.1,8,6,79.76493469,38.66028649,18.53446871,0.848721631,,,,,,,18534.46871,848.7216311
374,3,0.7,1.1,8,6,81.34474595,33.72585162,18.53446871,0.809533196,,,,,,,18534.46871,809.5331962
375,1,0.7,1.1,9,6,85.51347859,35.15349276,21.27426653,0.925480125,,,,,,,21274.26653,925.480125
376,3,0.7,1.1,9,6,85.80736722,30.38781744,21.27426653,0.887488127,,,,,,,21274.26653,887.4881268
377,1,0.7,1.1,10,6,101.4976186,41.46169048,24.1026702,0.986490748,,,,,,,24102.6702,986.4907477
378,3,0.7,1.1,10,6,100.7230271,45.32296498,24.1026702,0.94203222,,,,,,,24102.6702,942.0322198
379,1,0.7,1.3,8,6,83.80363126,33.05051155,18.70676915,0.790250821,,,,,,,18706.76915,790.2508211
380,3,0.7,1.3,8,6,86.18469453,38.97250691,18.70676915,0.750268445,,,,,,,18706.76915,750.268445
381,1,0.7,1.3,9,6,88.81304029,35.20604283,21.46857138,0.856151555,,,,,,,21468.57138,856.1515546
382,3,0.7,1.3,9,6,84.13302928,27.34632869,21.46857138,0.809799063,,,,,,,21468.57138,809.7990633
383,1,0.7,1.3,10,6,103.384694,42.33468204,24.31911344,0.924713636,,,,,,,24319.11344,924.7136357
384,3,0.7,1.3,10,6,105.1276128,50.63039022,24.31911344,0.867292714,,,,,,,24319.11344,867.2927143
385,1,0.7,0.7,8,6.4,95.50818578,44.90880544,18.53446871,1.139594108,,,,,,,18534.46871,1139.594108
386,3,0.7,0.7,8,6.4,90.58770311,49.19954407,18.53446871,1.12787707,,,,,,,18534.46871,1127.87707
387,1,0.7,0.7,9,6.4,106.6201629,55.75377571,21.27426653,1.255102161,,,,,,,21274.26653,1255.102161
388,3,0.7,0.7,9,6.4,105.2227072,74.42129721,21.27426653,1.234639801,,,,,,,21274.26653,1234.639801
389,1,0.7,0.7,10,6.4,118.1558685,68.49272379,24.1026702,1.342680449,,,,,,,24102.6702,1342.680449
390,3,0.7,0.7,10,6.4,114.112875,84.93184708,24.1026702,1.327129894,,,,,,,24102.6702,1327.129894
391,1,0.7,0.9,8,6.4,89.75541251,34.03754615,18.70676915,1.017499301,,,,,,,18706.76915,1017.499301
392,3,0.7,0.9,8,6.4,84.70644375,37.88291162,18.70676915,0.996690005,,,,,,,18706.76915,996.6900048
393,1,0.7,0.9,9,6.4,108.4121919,68.9955101,21.46857138,1.120358336,,,,,,,21468.57138,1120.358336
394,3,0.7,0.9,9,6.4,109.7682678,69.67466863,21.46857138,1.084128147,,,,,,,21468.57138,1084.128147
395,1,0.7,0.9,10,6.4,118.9291116,66.1754203,24.31911344,1.194197627,,,,,,,24319.11344,1194.197627
396,3,0.7,0.9,10,6.4,123.137973,79.11035359,24.31911344,1.165033104,,,,,,,24319.11344,1165.033104
397,1,0.7,1.1,8,6.4,86.96075153,34.32803696,18.87903457,0.945533535,,,,,,,18879.03457,945.5335349
398,3,0.7,1.1,8,6.4,83.0002435,38.58937845,18.87903457,0.905788087,,,,,,,18879.03457,905.7880872
399,1,0.7,1.1,9,6.4,102.5055892,48.69556541,21.66282905,1.01401588,,,,,,,21662.82905,1014.01588
400,3,0.7,1.1,9,6.4,105.6381387,56.33898747,21.66282905,0.983746402,,,,,,,21662.82905,983.746402
401,1,0.7,1.1,10,6.4,109.5056034,52.75030193,24.53549533,1.094137893,,,,,,,24535.49533,1094.137893
402,3,0.7,1.1,10,6.4,114.7423131,51.60142125,24.53549533,1.049908759,,,,,,,24535.49533,1049.908759
403,1,0.7,1.3,8,6.4,87.54403453,24.48885928,19.05126592,0.890720616,,,,,,,19051.26592,890.720616
404,3,0.7,1.3,8,6.4,91.97562549,29.80740282,19.05126592,0.848781686,,,,,,,19051.26592,848.7816864
405,1,0.7,1.3,9,6.4,97.77232161,46.24123475,21.85704081,0.950527728,,,,,,,21857.04081,950.5277282
406,3,0.7,1.3,9,6.4,100.3723989,50.29780656,21.85704081,0.906092102,,,,,,,21857.04081,906.0921019
407,1,0.7,1.3,10,6.4,109.3049539,43.75853306,24.75181749,1.019644216,,,,,,,24751.81749,1019.644216
408,3,0.7,1.3,10,6.4,103.9280197,44.33373761,24.75181749,0.966289036,,,,,,,24751.81749,966.2890355
409,1,0.7,0.7,8,6.8,92.92172058,63.75542016,18.87903457,1.252202156,,,,,,,18879.03457,1252.202156
410,3,0.7,0.7,8,6.8,85.867137,73.82792836,18.87903457,1.240559092,,,,,,,18879.03457,1240.559092
411,1,0.7,0.7,9,6.8,122.4020411,73.59367748,21.66282905,1.352151479,,,,,,,21662.82905,1352.151479
412,3,0.7,0.7,9,6.8,119.9771116,77.63783345,21.66282905,1.358910996,,,,,,,21662.82905,1358.910996
413,1,0.7,0.7,10,6.8,128.3504879,77.43167047,24.53549533,1.471829084,,,,,,,24535.49533,1471.829084
414,3,0.7,0.7,10,6.8,122.6340084,81.96889578,24.53549533,1.473524108,,,,,,,24535.49533,1473.524108
415,1,0.7,0.9,8,6.8,95.21589186,42.66891893,19.05126592,1.136916068,,,,,,,19051.26592,1136.916068
416,3,0.7,0.9,8,6.8,105.7069108,59.64431649,19.05126592,1.111617783,,,,,,,19051.26592,1111.617783
417,1,0.7,0.9,9,6.8,121.350158,67.23532157,21.85704081,1.225255146,,,,,,,21857.04081,1225.255146
418,3,0.7,0.9,9,6.8,120.1008174,77.61844453,21.85704081,1.204324904,,,,,,,21857.04081,1204.324904
419,1,0.7,0.9,10,6.8,128.2431293,67.19926299,24.75181749,1.314897139,,,,,,,24751.81749,1314.897139
420,3,0.7,0.9,10,6.8,130.1381811,80.48127149,24.75181749,1.283612452,,,,,,,24751.81749,1283.612452
421,1,0.7,1.1,8,6.8,97.59625413,42.45498902,19.22346413,1.049278211,,,,,,,19223.46413,1049.278211
422,3,0.7,1.1,8,6.8,101.4125383,43.15143307,19.22346413,1.023478221,,,,,,,19223.46413,1023.478221
423,1,0.7,1.1,9,6.8,108.3218481,49.29358351,22.0512079,1.1274254,,,,,,,22051.2079,1127.4254
424,3,0.7,1.1,9,6.8,111.4814302,60.48612216,22.0512079,1.091766541,,,,,,,22051.2079,1091.766541
425,1,0.7,1.1,10,6.8,121.8035349,53.14276957,24.96808152,1.201700102,,,,,,,24968.08152,1201.700102
426,3,0.7,1.1,10,6.8,123.0214312,54.41366783,24.96808152,1.158502478,,,,,,,24968.08152,1158.502478
427,1,0.7,1.3,8,6.8,94.93244078,43.38126447,19.3956301,0.980597161,,,,,,,19395.6301,980.5971606
428,3,0.7,1.3,8,6.8,97.60655842,53.1029875,19.3956301,0.956713979,,,,,,,19395.6301,956.7139789
429,1,0.7,1.3,9,6.8,104.6807915,44.04834713,22.2453315,1.056908805,,,,,,,22245.3315,1056.908805
430,3,0.7,1.3,9,6.8,114.445286,50.60105009,22.2453315,1.006914922,,,,,,,22245.3315,1006.914922
431,1,0.7,1.3,10,6.8,114.9452801,41.69323305,25.18428894,1.121502183,,,,,,,25184.28894,1121.502183
432,3,0.7,1.3,10,6.8,111.5540238,48.11285121,25.18428894,1.077147401,,,,,,,25184.28894,1077.147401
433,1,0.8,0.7,8,4.8,72.63184318,47.0962796,17.15467555,0.727339706,,,,,,,17154.67555,727.3397056
434,3,0.8,0.7,8,4.8,67.49713961,34.16104437,17.15467555,0.718416642,,,,,,,17154.67555,718.4166415
435,1,0.8,0.7,9,4.8,76.19842529,64.77379274,19.71795869,0.798983257,,,,,,,19717.95869,798.9832571
436,3,0.8,0.7,9,4.8,75.27886397,46.4412204,19.71795869,0.781916747,,,,,,,19717.95869,781.9167473
437,1,0.8,0.7,10,4.8,96.17044175,67.11544381,22.368697,0.890531497,,,,,,,22368.697,890.5314973
438,3,0.8,0.7,10,4.8,87.73687387,49.33062813,22.368697,0.868920893,,,,,,,22368.697,868.9208927
439,1,0.8,0.9,8,4.8,72.38930991,43.31516237,17.32729571,0.656767475,,,,,,,17327.29571,656.7674745
440,3,0.8,0.9,8,4.8,68.51504483,29.17969202,17.32729571,0.628454432,,,,,,,17327.29571,628.4544319
441,1,0.8,0.9,9,4.8,74.78180088,49.16182433,19.91269334,0.705377337,,,,,,,19912.69334,705.3773368
442,3,0.8,0.9,9,4.8,75.28899331,32.42520441,19.91269334,0.678039979,,,,,,,19912.69334,678.0399789
443,1,0.8,0.9,10,4.8,88.87962834,56.95482828,22.58569814,0.781469868,,,,,,,22585.69814,781.4698681
444,3,0.8,0.9,10,4.8,82.96002922,39.68546613,22.58569814,0.746213374,,,,,,,22585.69814,746.2133739
445,1,0.8,1.1,8,4.8,70.95739868,35.89915784,17.49987165,0.600589857,,,,,,,17499.87165,600.5898571
446,3,0.8,1.1,8,4.8,67.82643597,21.98862327,17.49987165,0.565535232,,,,,,,17499.87165,565.535232
447,1,0.8,1.1,9,4.8,71.15446991,35.6183663,20.10736863,0.647822921,,,,,,,20107.36863,647.8229208
448,3,0.8,1.1,9,4.8,74.39895887,28.88699747,20.10736863,0.606913561,,,,,,,20107.36863,606.9135608
449,1,0.8,1.1,10,4.8,85.69975769,43.81049893,22.80262232,0.710947151,,,,,,,22802.62232,710.9471513
450,3,0.8,1.1,10,4.8,80.95027954,33.73048025,22.80262232,0.666725172,,,,,,,22802.62232,666.7251721
451,1,0.8,1.3,8,4.8,66.47104254,29.22628744,17.67240468,0.559652167,,,,,,,17672.40468,559.6521669
452,3,0.8,1.3,8,4.8,63.74889544,21.2231063,17.67240468,0.518331591,,,,,,,17672.40468,518.3315913
453,1,0.8,1.3,9,4.8,73.27928641,37.43444169,20.30198629,0.611172732,,,,,,,20301.98629,611.1727317
454,3,0.8,1.3,9,4.8,68.96047823,20.48888451,20.30198629,0.560266984,,,,,,,20301.98629,560.266984
455,1,0.8,1.3,10,4.8,79.05023949,42.07018273,23.01947179,0.660454096,,,,,,,23019.47179,660.4540959
456,3,0.8,1.3,10,4.8,78.22810783,29.13325801,23.01947179,0.603996106,,,,,,,23019.47179,603.9961058
457,1,0.8,0.7,8,5.2,84.26313374,60.76085617,17.49987165,0.81398723,,,,,,,17499.87165,813.9872297
458,3,0.8,0.7,8,5.2,76.98972162,45.26573411,17.49987165,0.811125998,,,,,,,17499.87165,811.1259977
459,1,0.8,0.7,9,5.2,83.41165862,68.23336891,20.10736863,0.893977071,,,,,,,20107.36863,893.9770713
460,3,0.8,0.7,9,5.2,80.46894791,50.15512049,20.10736863,0.874804602,,,,,,,20107.36863,874.8046015
